sentiment,review
Positive,Mass Ennu paranjaal patoolla kola mass aanu Lalettan and Prithi
Positive,Sreelumaram kandu padilli aampillaru cinemayedukkunnathu engane ennu
Positive,E mohanlal and pdithvi  veendum kothippikkuanello
Positive,Trailer adipoli anne paranjal pora vere levala
Positive,Ithu hit..!!! Super hit...!!! Prithvi Raj
Negative,Kurre  Ekka Duranthangla Unlike Thudangitt indalla
Negative,Dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan @£ucifer#loading
Negative,Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu
Positive,Haters noke kurachu kanjii edukatte..  Pakkaa mass
Negative,Madhura raja kurach adikam viyarkum ... Thayoli fans inu dislike adikane pattu...
Positive,Madhraraja  ith ikkem ikkade pillerum pwolichadakkum
Positive,Ee item vech nammal nammade pracharanam thakarkkum..
Positive,Enthenne aayalum oru rakshayumilla kidukki mass
Positive,Ee cinima kannan athin oru name mathii .........S......... sunny
Positive,dislike adikkan vannavar polum like adich madangya item🤑
Positive,Pwoli..... ethu vere level..... Raja returns......ikka da
Negative,Ha.. Ha..  Ha...  Anghane adhum hudaaa huva
Positive,Appo lucifer  theernnu.lalettaa varunnathu RAAJAyaanu MEGA star MAMMOOTTYude MADHURARAAJA
Positive,Poli oru rakshayum illa pakka hvy  Ithu blockbuster adikum ikka marana mass aane
Negative,Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ
Positive,10 timesil kooduthal kanndavar ivde like adii🤩 RAJA Return
Positive,1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!
Positive,Adar Trailer ......summer mass entertainer thanne aayirikum enn pratheekshikunnu......
Positive,Amboo polichuu ikkaa pwolikum film
Positive,What a Trailerori raksha illa   1;40 punch uff  mammukkaaa aaaaaaaaaa
Positive,Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam
Positive,Trailer 15am pravashyam repeat adich kandita njn eii cmt box il vabnath Ikka pwolichuuu
Positive,Ammo Porichu.... Ithu kidilan
Negative,7.3k dislike adichavanmaarod onne parayanollu......  OMKV
Positive,Poli ee movie oru charithram aaagum
Positive,Super waiting Ikka fans like idh Madhura Raja daaaa
Positive,Heavy
Positive,Best wishes from a ചെകുത്താന്റെ fan..
Positive,Late ayalum latest aayee ikka varuu
Positive,Eattan fanzz koode ind...ninga polikk ikkkaaaa
Positive,Ithokke like adichillel
Positive,entha ....pariya      ikka polochu
Positive,Eppozhum eee manushyanu  filiminodulla passion kanumbol ann hooo hats off mammukkka
Positive,Avasanam oru superman puchu ude  mamukka powlikum  kude madura rajayum
Negative,Ennalum ente Idivettu suguna ninne ithilu kandillalo
Positive,Ithrayum pratheekshichillaaa. Ikkayude pilleru tripple allaa 100 madangu strong aahhh
Negative,6.7k dislikes adichaa ooolanmarellam angott maaarininnnu mongikko
Positive,Ithoru powli powlikkum ikka marana mass.
Negative,Dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah
Positive,Ithu verum oru samble vedikkettu.iniyaanu podipaaranapooram.appo churikki paranjaal vishu RAAJAyum RAAJAyude pillerum angukondupokum alla KONDUPOYI
Negative,ethanoo trailer kandapalla enta ammoo bhodam poyi padam moonjiyaa
Positive,eee prayathilum ennaaa look ekka keee
Positive,Entammmooo Ejjathi trailer kandalum kandalum Mathi varatha trailer
Positive,Last superman punch pwolich. Ejjathi item mamookka kidukki
Positive,Raja returnssss makkale....ithu marana mass padamaayirikkum
Positive,Oru Adaaar Item  Ikka pwolikkum Marana Maaasssssss
Positive,Teaser double strong ayappo trailer sarikkum triblestring ayi....
Negative,YouTube logic 66k likes + 6.3k dislikes = 16k views.. myr
Positive,YouTube haag aayi makkala all the best mommookka from rajuaattan  (suryaya) fans.
Positive,Ettan fansinte vaka irikatte oru kuthirapavan ikka muthanu
Positive,Katta waiting madura raja mammokka kidu mass
Positive,14 minute  65 k like  Ith polikkum
Positive,Onnil kooduthal trailer kandavar undengi ibide comeon....
Positive,Trailer kidukki  By a lalettan fan
Negative,Raaja lucifer oru day irangiyirunnel lucifer moonjiyene......
Positive,Ikkaye big screenil kaaanaaan katta waiting... Ikka anbe
Negative,Idi vettu sugunan illatathu valare moshamayi poyi...
Positive,Trailer kidukkiiii....Lalettante Lucifer pole mammookkayude Madhurarajayum kathikkayaraan e lalettan faninte vaka prarthana undavum
Positive,mammukka fanzz  ividea vannu like Adikkdaa
Positive,Immathiri mass  Last aa chadi idi super Ethu polikkum  Ikka um pillareum triple  Strong aaa
Positive,Pokkiraja pole full masa entertainment allann thonunnu..nallaru storyum ullath pole 🥰
Positive,Kidukachi trailer ....e prayathilum enna orithaa....
Positive,Superb oru rakshyilla.... polli trailer
Positive,Raja varunnu Maniyayi.  Rajamani
Positive,Pwolikum muthee Unda EID MUBARAK تقبل الله منا ومنكم صالح الاعمال عيد مبــــــــــــــــــــارك   IKKA FANS LIKE ADICH POTTIKK
Positive,Mammookka de adutha 100 kodi padam aayirikkum #UNDA ennu urapp ullavar like adikkada pillere...
Negative,Coppy ful Best actor polinhju kuthupala Edukkum
Negative,Myru ennu relese ayit show polum nadathit ila  aalilanjit ikkane arkum vende
Positive,Appo engane pullaare... Pwolikuvalle
Positive,Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu
Positive,Ithu 100 core klubil kerumennu urappullavar like adilk
Positive,Undakku shesham mammookayude adutha natural movie
Positive,waiting  ganagandharvan mamankom sherlock bilal  enik vayya.... mass ka baapp
Positive,Best actor pole mattoru kidu  movie  akate ee best singer..
Positive,Triller Kandal ariyam  Padam sooperhit aanu enn
Positive,Adipoli teaser onnu parayan illa
Positive,Njan Ettan fana ennaalum paraya e padam polikkum
Positive,Katta wtng... !!! The Himalayan kwid  Mamoomkkaa
Positive,Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗
Positive,Cinemayil Nalla oru content undd ennu manasilayi E padam hit aakum
Positive,Cinemakal koodumthorum age kuranju varuvanalloo.. Kidu look..  HBD IKKA
Positive,Ufff poli  chekkan kidukki  Hbd ikka
Negative,Ikkakk..valla  mass padavum cheythude....ithorumaathiri senti...cop
Negative,Sohan seenulal ne kandathode mood poyi
Positive,0:15 sec..... Ho... Romanchification... Ikka pattu padi thimirkkum...
Positive,Karayippikuvo muthe... Happy bday ikka.... Waitg
Positive,Best Actor
Positive,Ertti madhuram on ikku's bday..god bless ma ikkuhappywala bday ikku
Positive,Rameshettante manoharamaya directionil oru athi manoharamaya oru filim aayirikum gaanagandharvanurappund
Positive,Trailor kandaal thanne ariyaam padam thamarthum
Negative,Nalla adipoli trailer Adutha Undayum 18am padiyum Peranpum Yathrayum pole flop urappanu
Positive,പടം പൊളിക്കും HBD mammokka       By Die hard ettan fan
Positive,Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu
Positive,Ottavakkil paranjal oru Pavam Padam.... But powerful
Positive,Malayala cinemayude idhihasam mammookka happy birthday Mammookka
Positive,Malaya cinema abhimanikkunnu ingane oru nadane kittyathil.....Wish u a very swt & hpy bthday mammooka 🥡🥡
Positive,Ithupole ishtappettittilla mattorale en Happy birthday pinnokka
Positive,Happy birthday mammukka  gana gandharvan polichadukkum next block bluster
Positive,Lalettan ki jaiiiii..king of box office
Positive,Ente ammoo. Ith polichuu.. Raajuvetta all de best.
Positive,Ente ponno pwoli super raju etta lalettan
Positive,Maranamass trailer.....orupaad ishtamaayi.....Lalettan Prithvi combo pwolichadakkum....
Positive,adipoli ayitu undu....... nalla making ennu thonunu kanditu...... good luck to the team.
Positive,Poli.      L
Positive,Maranamass trailer  Ettan powlichu Supper kidukki  Love you laletta
Positive,Njanum oru ikka fan ann  Pashe sambavam polichu
Positive,Lvl trailer Raju etta polich Odiyan ondakkiya chethapperu marum enn urappayi Good work
Positive,Romanjification  level !!   Uff  Lalettan & Prithvi !  Mass
Positive,Njan ഇക്ക fan aanu
Positive,Kidu trailer
Positive,Adipwoliii Lalettaaa
Positive,Rajetta ithreyum pratheekshchillaa.... kidu feel... romaanjam. Ithu pwolikkum
Positive,Kidilam trailer   from a edikatta Mammokka fan
Positive,Adaaar item   Lalettan and Prithuvi.
Positive,Padam hit laleetan fans like adi
Positive,Trailer  oru rakshem illa polich aduki
Positive,Ithu  super number hit  akum
Positive,kalakki Kalakki. Onnum parayan illa
Positive,Onnum parayan illa laletta u trigger again ...
Positive,Padam hit laleetan fans like adi
Positive,Kidukkachi  laletta ningal mass alla kolamassanu
Positive,Ee aduthu Kanda ettavum MIKACHA trailer ithinu dislike adichavar mandanmaarairikkam
Positive,Nte. Ammmmoooooo ..Heavy ....dislike chathavarkku sthuthiyayirikkatte......ethrayum dislike.......one name mohanlal......
Positive,Thirakk koranjittu padathinu pokam ennanu vicharichath. But trailer kandath muthal FDFS sure
Positive,1:56 Ee seen kand romancham vannavar  adichek
Positive,LuCIfeR        polichu poli
Negative,Eth vetavalliyanmara dislike adiche..
Negative,Mammunikal kuthiyirunn Dislike adikunund🤣🤣bloody patti theetams
Positive,Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam
Positive,Lalettan powlich..   love you laletta
Positive,Romanjification....!!!! Lalettan Masssssssss...!!!! Manju chechi Vere Level !!!
Positive,Ithanu.. Makkale nammal kanan aagrahicha ettan
Positive,DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............
Positive,lalettan annum innum kolla mass  ejjathi feel
Positive,Adipoly . Rocking enik eshtamaayi . Adipoly . Rock on
Positive,Odiyante sheenam njnga lalettante piller ee luciferil ang theerkum....
Positive,Laletante padam aaayathukondalla
Positive,Chirstiyanikalude...edayil avante.  Peru.... LUCIFER .' . . AdipowLi...diaLog....🥰🥰    🤩🤩
Negative,dislike adichavanokkkae onnu poi potty karanjukoodae...
Negative,Dislike adikan vendi mathram trailer kanunna kure vanangalu
Positive,Ore daivam... pakshe marannamila.....lalettan... Eshtam...... Stephen
Negative,Dislike adikkan vendi Kure Peru keranindalla
Negative,dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool
Negative,Kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam.. ettante varavine bhayakunnavarde ennam koodunu..
Negative,Entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum
Positive,Kidilan trailer... All da best lalettan.  By a Mammukka fan...
Positive,E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller
Positive,laletta oru raksha illaa all over super annu.. thanks to prithvi
Positive,Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan
Negative,dislike adicha verum 10k   m@.nmar  aarde fans aanenn parayandellooo
Positive,Adaaa mwoneeee inganeee oru trailer kanda kaalam marannu......  Fdfs for sure
Positive,lalettante mass kanam vannavar mathram  adiikku  like#latettan poli
Negative,Dislike cheyyan kore ennam irangiyittund...
Positive,Oru thavanayil kooduthal like adikkan pattuo
Positive,Trailer oru rakshayum illa 3 vattam kandu  Not the point aarudeyum fan alla
Positive,Ithu kollaam....  expectation onnukoodi koodi...
Positive,Entee ponn ettaaa..... 1:50 ullayaa ah dialogue oru rekshayum illaaa.....  VAAA DA.....
Positive,Lalettaaa vere lvl  mass waiting
Positive,Cheriya pulli alla avan padicha kalana...  Mass marana mass
Negative,Dislike button adich kalikunaa tmzod pucham matram
Negative,Ethreyum nalla oru creativity ku dislike cheyunnavarodu oru load pucham
Positive,@02:19 Ee scene theatril polikkum .... Lalettta :):>3
Negative,Ithinu apurath oru trailer illa
Positive,What a trailer. Amazing  ഇത് കലക്കും.
Positive,compelete mass making oru rakshayumilla.  Raju ettan mass vimarshichavare vayi adappicha shilamea ollu raju ettanu
Positive,Directed by Prithviraj Sukumaran  idhu pwolikkum
Positive,Ikka fan aaya Nikku nalla urappundu
Positive,Laletttaaaa heavy padam industrial hit definite
Positive,Havy havy super super kidu kidu 🤘🤘
Positive,Oru rekshamilla makkalee...... Varunnath oru onnonnara varava..  This deal is with a Devil
Positive,Annyayam not only a single mass political drama
Positive,Keri vada makkale edh double strongum tripple strongm alla adhukum mele
Positive,Ente ponno  no raksha
Negative,Trailer kand kuru potti olich ippozhe degrading thodangi entha avastha ikka fans ichiri ulupp
Negative,Dislike adikunna mammunikale
Positive,Njan athyam ayittanuu oru moviee dee trailer live aayitte kaanunneeelalettaan Mass aaneee
Negative,Dislike adichavanmar madhura rajayude karyam onnu orthu vechoo
Negative,Dislike pooranmar neeti oru oombu vecho
Positive,Heavy trailer
Positive,Vere level love you laletta... 🤩
Positive,Trailer marana Mass...Lalettante heavy role. # Raju ettan Poli anu.# pooram eni Big screenil# political Thriller#
Positive,Onnum parayaanilla Kanda Eee hangover aadhyam onn maaratte
Positive,Appol  summer vacation lucifer kondu pokum
Positive,Oru rakshayum illa....ithokke kanumpol aanu mattu chilath okke eduth kinattil idan thonnunnath.....
Negative,Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi
Positive,Vishu stephen kondupoyinn parayan paranju ejjathi pwoli
Positive,Ettanu njngal vijay fansinde vaka vijayashamsakal
Positive,Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa
Positive,Entta ponnu laletta.... Parayan vakkukal illa  Mass ka bapp
Positive,kand kili poyavar adi like what a editing
Positive,Lalettaaa pwolich..... Ntammow Katta waiting..... Lalettaaaaaaaaa
Positive,Oru rakshem illa.... Lalettan chumma angu polichu..
Positive,Poli ploi nte ponno romanjam
Positive,polimass item.. heavy mass... Lalettan
Positive,Rajave.  idhu nammal polikum ...inga avide ninno
Positive,Ithine okke anu trailer ennu parayunnathu
Positive,Gambeeeeeeeeeeram.
Positive,Ithu 100cr ennu parayunnavar like adiku
Positive,Rajuvetta katta waiting for Lucifer
Positive,Annnnnnooii oru rakshem ella pwoliiiiiino words
Positive,Ente prthvirajee kettipidich oru ummma thannaoteee chakkarereeee
Positive,Vallatha jathi trailer onnum pidikittiyilla prithivi brilliance
Positive,Oh enthoot kidu trailer laletta.. kidu mass!!! Love u.. and welldone Prithviraj!
Positive,Lal ettan fans evide adik likeadutha hit loading aann makkale
Positive,Enteh laletta eth trailer aanu uff
Positive,Njan mammoty fan Ann pakshe enikk ishtapettu
Positive,Trailer ennokke paranjal ithanu... ejjatji item
Positive,first coment ..laletta love u...Raju Chetta love u....
Positive,Aa kannukal mathram mathi a character depth mansilkan laletta.....
Negative,Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele
Positive,Lalettante katta fan aanu njan all the best laletta
Positive,Youtube hang avan ready ayiko L
Negative,Trailerinu munb 7k dislike adichavanmarku ulupundoda
Positive,Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................
Negative,Video edathe dislike adikkan nanam illeaaaa ninkokkeee
Negative,Enthuaadeee uploaded cheyunnathinu mump 6k dislike 🤦🤦🤦🤦🤦 ivanmarkku okke entha presnam
Negative,Video erangunathinu munbe dislike adichavanmar nannayi varanne ente luciferree
Positive,5 minute kond youtube hang avum
Positive,Licifer vannna ennenthe pooram vanu.....madhuraraja 6 manik thanne poyi......but l is loading...coming....minutes left
Negative,6.1k mamunni fans ithe kandu ennu aa dislike button kandapol manasilayi
Positive,Madhuraraj teaser kidu Lucifer kandittu venam feedback tharannnnn vegam kothupikkathe iduvvo
Positive,Ithoru onnonnara ITEM avumenn urappullavar LIKE ADI ലാലേട്ടൻ
Negative,6k dislikes.. Guhan fans Karanju Mezhukal aanallo
Negative,Onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda
Positive,Puram thudangan eni minutugal mathram bhakki
Negative,Madhuraraja teasor kandu nalla katta bore ayittu undu. Mammukka ethavana yum Vishnu Unnikrishnan tae boxoffice records vettikkum ennu thonunilla.
Negative,Official trailer release aakunnathinu mumbe dislike adikkan kure mammunni fans oolakal..
Positive,Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .
Positive,Lalettan illatha eanth sinima le makkale kodk like
Positive,Trailernu katta wait cheythirikkunna ethra aalundu ivide
Positive,sukurthukkale enikk oru karyave parayanollu dis like adichum aavishyam illatha troll paranjum veruppikkalle nammade swathalle lalettan nammal malayalikalude abhimanamalle
